record_id,App Id,Name,Developers,Publishers,Metascores,Owners,Genres
153,220,Half-Life 2,Valve,Valve,0.96,10000000000,['Action']
333,271590,Grand Theft Auto V,Rockstar North,Rockstar Games,0.96,20000000,"['Action', 'Adventure']"
869,70,Half-Life,Valve,Valve,0.96,5000000,['Action']
904,7670,BioShock,2K Boston,2K,0.96,2000000,"['Action', 'RPG']"
812,620,Portal 2,Valve,Valve,0.95,10000000000,"['Action', 'Adventure']"
50,12110,Grand Theft Auto: Vice City,Rockstar Games,Rockstar Games,0.94,2000000,['Action']
170,22330,The Elder Scrolls IV: Oblivion Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,0.94,1000000,['RPG']
279,24980,Mass Effect 2,BioWare,Electronic Arts,0.94,1000000,['RPG']
518,373420,Divinity: Original Sin - Enhanced Edition,Larian Studios,Larian Studios,0.94,1000000,"['Adventure', 'Indie', 'RPG', 'Strategy']"
881,72850,The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,0.94,5000000,['RPG']
954,8870,BioShock Infinite,Irrational Games,2K,0.94,2000000,['Action']
46,1174180,Red Dead Redemption 2,Rockstar Games,Rockstar Games,0.93,2000000,"['Action', 'Adventure']"
49,12100,Grand Theft Auto III,Rockstar Games,Rockstar Games,0.93,2000000,['Action']
51,12120,Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games,0.93,2000000,['Action']
192,228200,Company of Heroes,Relic Entertainment,SEGA,0.93,2000000,"['Action', 'Strategy']"
376,292030,The Witcher 3: Wild Hunt,CD PROJEKT RED,CD PROJEKT RED,0.93,10000000000,['RPG']
634,435150,Divinity: Original Sin 2 - Definitive Edition,Larian Studios,Larian Studios,0.93,2000000,"['Adventure', 'RPG', 'Strategy', 'in Early Access']"
747,546560,Half-Life: Alyx,Valve,Valve,0.93,1000000,"['Action', 'Adventure']"
813,620980,Beat Saber,Beat Games,Beat Games,0.93,2000000,"['Indie', 'in Early Access']"
560,391540,Undertale,tobyfox,tobyfox,0.92,2000000,"['Indie', 'RPG']"
641,440,Team Fortress 2,Valve,Valve,0.92,"100,000,000","['Action', 'Free to Play']"
682,4760,Rome: Total War - Collection,CREATIVE ASSEMBLY,SEGA,0.92,1000000,['Strategy']
913,7940,Call of Duty 4: Modern Warfare,Infinity Ward,Activision,0.92,1000000,['Action']
43,1158310,Crusader Kings III,Paradox Development Studio,Paradox Interactive,0.91,500000,"['RPG', 'Simulation', 'Strategy']"
71,17300,Crysis,Crytek,Electronic Arts,0.91,1000000,['Action']
74,17450,Dragon Age: Origins,BioWare,Electronic Arts,0.91,500000,['RPG']
81,200260,Batman: Arkham City - Game of the Year Edition,Rocksteady Studios,Warner Bros. Interactive Entertainment,0.91,2000000,"['Action', 'Adventure']"
101,205100,Dishonored,Arkane Studios,Bethesda Softworks,0.91,2000000,"['Action', 'Adventure']"
139,214560,Mark of the Ninja,Klei Entertainment,Microsoft Studios,0.91,1000000,"['Action', 'Adventure', 'Indie']"
167,22300,Fallout 3,Bethesda Game Studios,Bethesda Softworks,0.91,500000,['RPG']
172,22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,0.91,2000000,['RPG']
180,224760,FEZ,Polytron Corporation,Trapdoor,0.91,1000000,['Indie']
221,236430,DARK SOULS II,"FromSoftware, Inc",BANDAI NAMCO Entertainment,0.91,1000000,"['Action', 'RPG']"
228,238010,Deus Ex: Human Revolution - Director's Cut,Eidos Montreal,Square Enix,0.91,1000000,"['Action', 'RPG']"
363,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,Konami Digital Entertainment,Konami Digital Entertainment,0.91,1000000,"['Action', 'Adventure']"
477,35140,Batman: Arkham Asylum Game of the Year Edition,Rocksteady Studios,Warner Bros. Interactive Entertainment,0.91,2000000,"['Action', 'Adventure']"
686,47810,Dragon Age: Origins - Ultimate Edition,BioWare,Electronic Arts,0.91,1000000,['RPG']
824,632470,Disco Elysium,ZA/UM,ZA/UM,0.91,500000,['RPG']
8,10500,Total War: EMPIRE  Definitive Edition,CREATIVE ASSEMBLY,SEGA,0.9,2000000,['Strategy']
55,12210,Grand Theft Auto IV: The Complete Edition,Rockstar North,Rockstar Games,0.9,2000000,"['Action', 'Adventure']"
182,225080,Brothers - A Tale of Two Sons,Starbreeze Studios AB,505 Games,0.9,1000000,"['Action', 'Adventure', 'Indie']"
238,239350,Spelunky,Mossmouth,Mossmouth,0.9,1000000,['Indie']
322,26800,Braid,Number None,Number None,0.9,1000000,"['Casual', 'Indie', 'Strategy']"
577,400,Portal,Valve,Valve,0.9,5000000,['Action']
608,420,Half-Life 2: Episode Two,Valve,Valve,0.9,5000000,['Action']
665,460790,Bayonetta,PlatinumGames,SEGA,0.9,500000,"['Action', 'Adventure']"
772,570,Dota 2,Valve,Valve,0.9,100000000,"['Action', 'Free to Play', 'Strategy']"
790,590380,Into the Breach,Subset Games,Subset Games,0.9,500000,"['Indie', 'RPG', 'Simulation', 'Strategy']"
866,6910,Deus Ex: Game of the Year Edition,Ion Storm,Square Enix,0.9,1000000,['Action']
955,8930,Sid Meier's Civilization V,Firaxis Games,2K,0.9,5000000,['Strategy']
75,17460,Mass Effect,BioWare,Electronic Arts,0.89,1000000,"['Action', 'RPG']"
82,200510,XCOM: Enemy Unknown,Firaxis Games,2K,0.89,2000000,['Strategy']
169,22320,The Elder Scrolls III: Morrowind Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,0.89,1000000,['RPG']
251,242680,Nuclear Throne,Vlambeer,Vlambeer,0.89,500000,"['Action', 'Indie', 'RPG', 'in Early Access']"
362,287450,Rise of Nations: Extended Edition,SkyBox Labs,Xbox Game Studios,0.89,1000000,"['Simulation', 'Strategy']"
374,291650,Pillars of Eternity,Obsidian Entertainment,Paradox Interactive,0.89,1000000,['RPG']
408,310950,Street Fighter V,Capcom,Capcom,0.89,1000000,['Action']
520,374320,DARK SOULS III,"FromSoftware, Inc.","FromSoftware, Inc.",0.89,2000000,['Action']
539,38400,Fallout: A Post Nuclear Role Playing Game,Interplay Inc.,Bethesda Softworks,0.89,2000000,['RPG']
596,413150,Stardew Valley,ConcernedApe,ConcernedApe,0.89,5000000,"['Indie', 'RPG', 'Simulation']"
708,49520,Borderlands 2,Gearbox Software,2K,0.89,10000000000,"['Action', 'RPG']"
715,500,Left 4 Dead,Valve,Valve,0.89,5000000,['Action']
717,501300,What Remains of Edith Finch,Giant Sparrow,Annapurna Interactive,0.89,500000,"['Adventure', 'Indie']"
750,550,Left 4 Dead 2,Valve,Valve,0.89,20000000,['Action']
788,588650,Dead Cells,Motion Twin,Motion Twin,0.89,1000000,"['Action', 'Indie', 'in Early Access']"
796,601150,Devil May Cry 5,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0.89,2000000,['Action']
841,646570,Slay the Spire,Mega Crit Games,Mega Crit Games,0.89,2000000,"['Indie', 'Strategy', 'in Early Access']"
846,653530,Return of the Obra Dinn,Lucas Pope,3909,0.89,200000,"['Adventure', 'Indie']"
951,883710,Resident Evil 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0.89,2000000,['Action']
0,10,Counter-Strike,Valve,Valve,0.88,10000000000,['Action']
11,1057090,Ori and the Will of the Wisps,Moon Studios GmbH,Xbox Game Studios,0.88,1000000,['Action']
83,200710,Torchlight II,Runic Games,Runic Games,0.88,2000000,"['Action', 'Adventure', 'Indie', 'RPG']"
118,20920,The Witcher 2: Assassins of Kings Enhanced Edition,CD PROJEKT RED,CD PROJEKT RED,0.88,2000000,['RPG']
122,21090,F.E.A.R.,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,0.88,1000000,['Action']
154,220200,Kerbal Space Program,Squad,Private Division,0.88,2000000,"['Indie', 'Simulation', 'in Early Access']"
155,220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,0.88,2000000,"['Action', 'Adventure']"
162,221640,Super Hexagon,Terry Cavanagh,Terry Cavanagh,0.88,1000000,"['Action', 'Indie']"
164,221910,The Stanley Parable,Galactic Cafe,Galactic Cafe,0.88,2000000,"['Adventure', 'Indie']"
240,240,Counter-Strike: Source,Valve,Valve,0.88,10000000000,['Action']
306,261570,Ori and the Blind Forest,Moon Studios GmbH,Xbox Game Studios,0.88,1000000,['Action']
325,268500,XCOM 2,Firaxis Games,2K,0.88,2000000,['Strategy']
327,268910,Cuphead,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,0.88,2000000,"['Action', 'Indie']"
367,289070,Sid Meierâ€™s Civilization VI,Firaxis Games,2K,0.88,5000000,['Strategy']
547,387290,Ori and the Blind Forest: Definitive Edition,Moon Studios GmbH,Xbox Game Studios,0.88,1000000,['Action']
689,48000,LIMBO,Playdead,Playdead,0.88,2000000,"['Action', 'Adventure', 'Indie']"
691,481510,Night in the Woods,Infinite Fall,Finji,0.88,200000,['Adventure']
692,48190,Assassinâ€™s Creed Brotherhood,Ubisoft Montreal,Ubisoft,0.88,1000000,"['Action', 'Adventure']"
721,504230,Celeste,Matt Makes Games Inc.,Matt Makes Games Inc.,0.88,500000,"['Action', 'Adventure', 'Indie']"
734,519860,DUSK,David Szymanski,New Blood Interactive,0.88,500000,"['Action', 'Indie', 'in Early Access']"
767,560130,Pillars of Eternity II: Deadfire,Obsidian Entertainment,Versus Evil,0.88,500000,['RPG']
781,582010,Monster Hunter: World,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0.88,5000000,['Action']
910,782330,DOOM Eternal,id Software,Bethesda Softworks,0.88,1000000,['Action']
923,814380,Sekiro: Shadows Die Twice,FromSoftware,Activision (Excluding Japan and Asia),0.88,2000000,"['Action', 'Adventure']"
937,8500,EVE Online,CCP,CCP,0.88,2000000,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']"
953,8850,BioShock 2,2K Marin,2K,0.88,2000000,['Action']
48,1190460,DEATH STRANDING,KOJIMA PRODUCTIONS,505 Games,0.87,500000,"['Action', 'Adventure']"
93,204100,Max Payne 3,Rockstar Studios,Rockstar Games,0.87,1000000,['Action']
123,210970,The Witness,"Thekla, Inc.","Thekla, Inc.",0.87,500000,"['Adventure', 'Indie']"
196,230230,Divinity: Original Sin (Classic),Larian Studios,Larian Studios,0.87,1000000,"['Adventure', 'Indie', 'RPG', 'Strategy', 'in Early Access']"
199,231160,The Swapper,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,0.87,500000,"['Action', 'Adventure', 'Indie']"
223,236850,Europa Universalis IV,Paradox Development Studio,Paradox Interactive,0.87,2000000,"['Simulation', 'Strategy']"
236,239140,Dying Light,Techland,Techland Publishing,0.87,5000000,"['Action', 'RPG']"
243,240760,Wasteland 2: Director's Cut,inXile Entertainment,inXile Entertainment,0.87,500000,"['Adventure', 'Indie', 'RPG', 'Strategy']"
269,247080,Crypt of the NecroDancer,Brace Yourself Games,Brace Yourself Games,0.87,500000,"['Action', 'Indie', 'RPG', 'in Early Access']"
270,24740,Burnout Paradise: The Ultimate Box,Criterion Games,Electronic Arts,0.87,1000000,['Racing']
278,24960,Battlefield: Bad Company 2,DICE,Electronic Arts,0.87,2000000,['Action']
314,264710,Subnautica,Unknown Worlds Entertainment,Unknown Worlds Entertainment,0.87,2000000,"['Adventure', 'Indie', 'in Early Access']"
379,294100,RimWorld,Ludeon Studios,Ludeon Studios,0.87,2000000,"['Indie', 'Simulation', 'Strategy', 'in Early Access']"
400,304430,INSIDE,Playdead,Playdead,0.87,1000000,"['Action', 'Adventure', 'Indie']"
486,3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.","PopCap Games, Inc.",0.87,2000000,['Strategy']
508,367520,Hollow Knight,Team Cherry,Team Cherry,0.87,2000000,"['Action', 'Adventure', 'Indie']"
529,380,Half-Life 2: Episode One,Valve,Valve,0.87,5000000,['Action']
533,3830,Psychonauts,Double Fine Productions,Double Fine Productions,0.87,2000000,['Action']
586,40800,Super Meat Boy,Team Meat,Electronic Arts,0.87,1000000,['Indie']
595,412830,STEINS;GATE,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",0.87,200000,['Adventure']
685,47780,Dead Space 2,Visceral Games,Electronic Arts,0.87,1000000,"['Action', 'Adventure']"
791,594570,Total War: WARHAMMER II,CREATIVE ASSEMBLY,SEGA,0.87,2000000,"['Action', 'Strategy']"
889,736260,Baba Is You,Hempuli Oy,Hempuli Oy,0.87,200000,['Indie']
963,928600,F1 2019,Codemasters,Codemasters,0.87,500000,"['Racing', 'Simulation', 'Sports']"
2,10180,Call of Duty: Modern Warfare 2,Infinity Ward,Activision,0.86,5000000,['Action']
14,107100,Bastion,Supergiant Games,Supergiant Games,0.86,2000000,"['Action', 'Indie', 'RPG']"
59,1237970,Titanfall 2,Respawn Entertainment,Electronic Arts,0.86,1000000,['Action']
70,17080,Tribes: Ascend,Hi-Rez Studios,Hi-Rez Studios,0.86,1000000,"['Action', 'Free to Play']"
76,17470,Dead Space,EA Redwood Shores,Electronic Arts,0.86,2000000,['Action']
90,203160,Tomb Raider,Crystal Dynamics,Square Enix,0.86,5000000,"['Action', 'Adventure']"
104,206420,Saints Row IV,Deep Silver Volition,Deep Silver,0.86,2000000,"['Action', 'Adventure']"
114,20900,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,CD PROJEKT RED,0.86,2000000,"['Action', 'RPG']"
131,212500,The Lord of the Rings Online,"Standing Stone Games, LLC","Standing Stone Games, LLC",0.86,2000000,"['Free to Play', 'Massively Multiplayer', 'RPG']"
142,21690,Resident Evil 5,Capcom,Capcom,0.86,1000000,"['Action', 'Adventure']"
202,232430,Gone Home,Fullbright,Fullbright,0.86,500000,"['Adventure', 'Indie']"
234,238960,Path of Exile,Grinding Gear Games,Grinding Gear Games,0.86,10000000000,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
258,244160,Homeworld Remastered Collection,Gearbox Software,Gearbox Publishing,0.86,500000,"['Simulation', 'Strategy']"
290,252950,Rocket League,Psyonix LLC,Psyonix LLC,0.86,10000000000,"['Action', 'Indie', 'Racing', 'Sports']"
407,310560,DiRT Rally,Codemasters Racing Studio,Codemasters,0.86,1000000,"['Racing', 'Simulation', 'Sports', 'in Early Access']"
449,33230,Assassin's Creed 2 Deluxe Edition,Ubisoft Montreal,Ubisoft,0.86,1000000,"['Action', 'Adventure']"
500,364360,Total War: WARHAMMER,CREATIVE ASSEMBLY,SEGA,0.86,2000000,"['Action', 'Strategy']"
512,368340,CrossCode,Radical Fish Games,Deck13,0.86,200000,"['Action', 'Adventure', 'Indie', 'RPG']"
514,368370,Her Story,Sam Barlow,Sam Barlow,0.86,200000,"['Adventure', 'Indie', 'Simulation']"
540,38410,Fallout 2: A Post Nuclear Role Playing Game,Black Isle Studios,Bethesda Softworks,0.86,1000000,['RPG']
556,391220,Rise of the Tomb Raider,Crystal Dynamics,Square Enix,0.86,2000000,"['Action', 'Adventure']"
582,403640,Dishonored 2,Arkane Studios,Bethesda Softworks,0.86,1000000,['Action']
583,405640,Pony Island,Daniel Mullins Games,Daniel Mullins Games,0.86,200000,['Indie']
662,457140,Oxygen Not Included,Klei Entertainment,Klei Entertainment,0.86,1000000,"['Indie', 'Simulation']"
687,47870,Need For Speed: Hot Pursuit,Criterion Games,Electronic Arts,0.86,2000000,['Racing']
688,47890,The Sims 3,The Sims Studio,Electronic Arts,0.86,2000000,['Simulation']
778,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,PUBG Corporation,PUBG Corporation,0.86,20000000,"['Action', 'Adventure', 'Massively Multiplayer', 'in Early Access']"
809,612880,Wolfenstein II: The New Colossus,Machine Games,Bethesda Softworks,0.86,1000000,['Action']
818,627270,Injustice 2,NetherRealm Studios,WB Games,0.86,500000,['Action']
832,638970,Yakuza 0,SEGA,SEGA,0.86,500000,"['Action', 'Adventure', 'RPG']"
946,872790,Football Manager 2019,Sports Interactive,SEGA,0.86,1000000,"['Simulation', 'Sports']"
29,1102190,Monster Train,Shiny Shoe,Good Shepherd Entertainment,0.85,200000,['Strategy']
64,1286830,STAR WARS: The Old Republic,BioWare,Electronic Arts,0.85,1000000,"['Free to Play', 'Massively Multiplayer', 'RPG']"
66,12900,AudioSurf,Dylan Fitterer,Codemasters,0.85,1000000,['Indie']
69,15620,"Warhammer 40,000: Dawn of War II",Relic Entertainment,SEGA,0.85,2000000,['Strategy']
79,19900,Far Cry 2: Fortune's Edition,Ubisoft Montreal,Ubisoft,0.85,1000000,['Action']
112,208580,STAR WARS Knights of the Old Republic II - The Sith Lords,Obsidian Entertainment,LucasArts,0.85,1000000,['RPG']
126,211420,DARK SOULS: Prepare To Die Edition,FromSoftware,BANDAI NAMCO Entertainment,0.85,2000000,"['Action', 'RPG']"
148,219150,Hotline Miami,Dennaton Games,Devolver Digital,0.85,1000000,"['Action', 'Indie']"
156,220440,DmC: Devil May Cry,Ninja Theory,Capcom,0.85,500000,"['Action', 'Adventure']"
233,238460,BattleBlock Theater,The Behemoth,The Behemoth,0.85,2000000,"['Action', 'Adventure', 'Casual', 'Indie']"
235,239030,"Papers, Please",Lucas Pope,Lucas Pope,0.85,2000000,"['Adventure', 'Indie']"
246,241600,Rogue Legacy,Cellar Door Games,Cellar Door Games,0.85,1000000,"['Action', 'Adventure', 'Indie', 'RPG']"
259,244210,Assetto Corsa,Kunos Simulazioni,Kunos Simulazioni,0.85,1000000,"['Indie', 'Racing', 'Simulation', 'Sports', 'in Early Access']"
280,250320,The Wolf Among Us,"LCG Entertainment, Inc.","Athlon Games, Inc.",0.85,1000000,"['Action', 'Adventure', 'Casual']"
283,250760,Shovel Knight: Treasure Trove,Yacht Club Games,Yacht Club Games,0.85,500000,"['Action', 'Adventure', 'Indie']"
296,255710,Cities: Skylines,Colossal Order Ltd.,Paradox Interactive,0.85,5000000,"['Simulation', 'Strategy']"
298,257510,The Talos Principle,Croteam,Devolver Digital,0.85,1000000,"['Action', 'Adventure', 'Indie']"
528,379720,DOOM,id Software,Bethesda Softworks,0.85,2000000,['Action']
585,40700,Machinarium,Amanita Design,Amanita Design,0.85,500000,"['Adventure', 'Indie']"
604,418240,Shadow Tactics: Blades of the Shogun,Mimimi Games,Daedalic Entertainment,0.85,1000000,"['Indie', 'Strategy']"
722,504370,Battlerite,Stunlock Studios,Stunlock Studios,0.85,2000000,"['Action', 'Free to Play', 'in Early Access']"
748,548430,Deep Rock Galactic,Ghost Ship Games,Coffee Stain Publishing,0.85,2000000,"['Action', 'Indie']"
775,57300,Amnesia: The Dark Descent,Frictional Games,Frictional Games,0.85,2000000,"['Action', 'Adventure', 'Indie']"
823,632360,Risk of Rain 2,Hopoo Games,Gearbox Publishing,0.85,5000000,"['Action', 'Indie', 'in Early Access']"
860,678950,DRAGON BALL FighterZ,Arc System Works,BANDAI NAMCO Entertainment,0.85,1000000,['Action']
899,753640,Outer Wilds,Mobius Digital,Annapurna Interactive,0.85,200000,"['Action', 'Adventure']"
909,779340,Total War: THREE KINGDOMS,CREATIVE ASSEMBLY,SEGA,0.85,2000000,"['Action', 'Strategy']"
920,813630,Supraland,Supra Games,Supra Games,0.85,200000,"['Action', 'Adventure', 'Indie']"
986,973760,Thronebreaker: The Witcher Tales,CD PROJEKT RED,CD PROJEKT RED,0.85,200000,"['Adventure', 'RPG']"
27,1100600,Football Manager 2020,Sports Interactive,SEGA,0.84,2000000,"['Simulation', 'Sports']"
36,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,Edmund McMillen,0.84,2000000,"['Action', 'Adventure', 'Indie', 'RPG']"
72,17390,SPORE,Maxisâ„¢,Electronic Arts,0.84,1000000,"['Action', 'Adventure', 'Casual', 'RPG', 'Simulation', 'Strategy']"
107,207140,SpeedRunners,DoubleDutch Games,tinyBuild,0.84,2000000,"['Action', 'Casual', 'Indie', 'Racing', 'Sports', 'in Early Access']"
132,212680,FTL: Faster Than Light,Subset Games,Subset Games,0.84,2000000,"['Indie', 'Simulation', 'Strategy']"
144,218230,PlanetSide 2,Rogue Planet Games,Daybreak Game Company,0.84,5000000,"['Action', 'Free to Play', 'Massively Multiplayer']"
175,22380,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,0.84,2000000,"['Action', 'RPG']"
181,22490,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,0.84,500000,"['Action', 'RPG']"
247,241930,Middle-earth: Shadow of Mordor,Monolith Productions,WB Games,0.84,2000000,['']
299,257850,Hyper Light Drifter,Heart Machine,Heart Machine,0.84,500000,"['Action', 'Adventure', 'Indie', 'RPG']"
309,262060,Darkest Dungeon,Red Hook Studios,Red Hook Studios,0.84,2000000,"['Indie', 'RPG', 'Strategy', 'in Early Access']"
348,282140,SOMA,Frictional Games,Frictional Games,0.84,1000000,"['Action', 'Adventure', 'Indie']"
352,283640,Salt and Sanctuary,Ska Studios,Ska Studios,0.84,200000,"['Action', 'Indie', 'RPG']"
406,307780,Mortal Kombat X,NetherRealm Studios,Warner Bros. Interactive Entertainment,0.84,1000000,['Action']
412,311690,Enter the Gungeon,Dodge Roll,Devolver Digital,0.84,2000000,"['Action', 'Adventure', 'Indie']"
431,323190,Frostpunk,11 bit studios,11 bit studios,0.84,2000000,"['Simulation', 'Strategy']"
485,35720,Trine 2: Complete Story,Frozenbyte,Frozenbyte,0.84,2000000,"['Action', 'Adventure', 'Indie']"
496,362890,Black Mesa,Crowbar Collective,Crowbar Collective,0.84,1000000,"['Action', 'Adventure', 'Indie']"
525,377160,Fallout 4,Bethesda Game Studios,Bethesda Softworks,0.84,5000000,['RPG']
526,378860,Project CARS 2,Slightly Mad Studios,BANDAI NAMCO Entertainment,0.84,500000,['Racing']
555,39120,RIFT,Trion Worlds,Trion Worlds,0.84,2000000,"['Free to Play', 'Massively Multiplayer', 'RPG']"
695,485510,Nioh: Complete Edition / ä»çŽ‹ Complete Edition,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.84,1000000,"['Action', 'RPG']"
705,493340,Planet Coaster,Frontier Developments,Frontier Developments,0.84,1000000,"['Action', 'Adventure', 'Casual', 'Simulation', 'Strategy']"
735,524220,NieR:Automata,Square Enix,Square Enix,0.84,1000000,"['Action', 'RPG']"
756,55230,Saints Row: The Third,Volition,Deep Silver,0.84,2000000,['Action']
760,553640,ICEY,FantaBlade Network,X.D. Network Inc.,0.84,500000,"['Action', 'Adventure', 'RPG']"
766,557600,Gorogoa,Buried Signal,Annapurna Interactive,0.84,200000,"['Adventure', 'Casual', 'Indie']"
786,584400,Sonic Mania,Christian Whitehead,SEGA,0.84,200000,"['Action', 'Adventure', 'Casual']"
862,683320,GRIS,Nomada Studio,Devolver Digital,0.84,500000,"['Adventure', 'Indie']"
865,690790,DiRT Rally 2.0,Codemasters,Codemasters,0.84,500000,"['Racing', 'Simulation', 'Sports']"
921,813780,Age of Empires II: Definitive Edition,Forgotten Empires,Xbox Game Studios,0.84,2000000,['Strategy']
925,8190,Just Cause 2,Avalanche Studios,Square Enix,0.84,2000000,"['Action', 'Adventure']"
990,985890,Streets of Rage 4,Dotemu,Dotemu,0.84,"200,000","['Action', 'Indie']"
1,10090,Call of Duty: World at War,Treyarch,Activision,0.83,2000000,['Action']
10,105600,Terraria,Re-Logic,Re-Logic,0.83,20000000,"['Action', 'Adventure', 'Indie', 'RPG']"
17,1085660,Destiny 2,Bungie,Bungie,0.83,10000000000,"['Action', 'Adventure', 'Free to Play']"
19,108710,Alan Wake,Remedy Entertainment,Remedy Entertainment,0.83,2000000,"['Action', 'Adventure']"
30,110800,L.A. Noire,Team Bondi,Rockstar Games,0.83,1000000,"['Adventure', 'Strategy']"
35,113020,Monaco: What's Yours Is Mine,Pocketwatch Games,Pocketwatch Games,0.83,1000000,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
84,201790,Orcs Must Die! 2,Robot Entertainment,Robot Entertainment,0.83,2000000,"['Action', 'Indie', 'Strategy']"
102,206190,Gunpoint,Suspicious Developments,Suspicious Developments,0.83,500000,"['Action', 'Indie', 'Strategy']"
152,219990,Grim Dawn,Crate Entertainment,Crate Entertainment,0.83,10000000000,"['Action', 'Adventure', 'Indie', 'RPG', 'in Early Access']"
207,233450,Prison Architect,Double Eleven,Paradox Interactive,0.83,2000000,"['Indie', 'Simulation', 'Strategy', 'in Early Access']"
212,234630,Project CARS,Slightly Mad Studios,Slightly Mad Studios,0.83,1000000,"['Racing', 'Simulation', 'Sports']"
215,235460,METAL GEAR RISING: REVENGEANCE,PlatinumGames,Konami Digital Entertainment,0.83,500000,['Action']
226,237930,Transistor,Supergiant Games,Supergiant Games,0.83,1000000,"['Action', 'Indie', 'RPG']"
254,242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,0.83,5000000,"['Action', 'Adventure', 'Indie', 'Simulation']"
263,245170,Skullgirls,Lab Zero Games,Marvelous,0.83,1000000,"['Action', 'Indie']"
274,248610,Door Kickers,KillHouse Games,KillHouse Games,0.83,500000,"['Action', 'Indie', 'Simulation', 'Strategy']"
337,274190,Broforce,Free Lives,Devolver Digital,0.83,2000000,"['Action', 'Adventure', 'Casual', 'Indie', 'in Early Access']"
347,282070,This War of Mine,11 bit studios,11 bit studios,0.83,2000000,"['Adventure', 'Indie', 'Simulation']"
429,322330,Don't Starve Together,Klei Entertainment,Klei Entertainment,0.83,5000000,"['Adventure', 'Indie', 'Simulation', 'in Early Access']"
459,337000,Deus Ex: Mankind Divided,Eidos Montreal,Square Enix,0.83,1000000,"['Action', 'RPG']"
541,384190,ABZU,Giant Squid,505 Games,0.83,500000,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
