record_id,App Id,Name,Developers,Publishers,Metascores,Owners,Genres
317,265630,Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,0,2000000,"['Action', 'Free to Play', 'Indie']"
319,266010,LYNE,Thomas Bowker,Thomas Bowker,0,200000,"['Casual', 'Indie']"
324,268420,Aura Kingdom,X-Legend,Aeria Games,0,2000000,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
326,268650,From the Depths,Brilliant Skies Ltd.,Brilliant Skies Ltd.,0,200000,"['Action', 'Adventure', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
328,269210,Hero Siege,Elias Viglione,Panic Art Studios,0,1000000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
329,269950,X-Plane 11,Laminar Research,Laminar Research,0,500000,['Simulation']
331,270550,Yet Another Zombie Defense,Awesome Games Studio,Awesome Games Studio,0,1000000,"['Action', 'Casual', 'Indie', 'Strategy']"
334,273110,Counter-Strike Nexon: Studio,"Valve Corporation, Nexon Korea Corporation",Nexon Korea Corporation,0,5000000,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']"
336,274170,Hotline Miami 2: Wrong Number,Dennaton Games,Devolver Digital,0,1000000,"['Action', 'Indie']"
343,278970,Digger Online,DiggerWorld Ltd.,DiggerWorld Ltd.,0,200000,"['Action', 'Adventure']"
344,280,Half-Life: Source,Valve,Valve,0,1000000,['Action']
345,280790,Creativerse,Playful Corp.,Playful Corp.,0,2000000,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'in Early Access']"
349,282440,Quake Live,id Software,Bethesda Softworks,0,2000000,['Action']
350,282800,100% Orange Juice,Orange_Juice,Fruitbat Factory,0,500000,"['Indie', 'Strategy']"
353,284160,BeamNG.drive,BeamNG,BeamNG,0,1000000,"['Racing', 'Simulation', 'Early Access']"
355,285900,Gang Beasts,Boneloaf,Boneloaf,0,1000000,"['Action', 'Adventure', 'Casual', 'Indie', 'in Early Access']"
356,285920,TerraTech,Payload Studios,Payload Studios,0,200000,"['Action', 'Indie', 'in Early Access']"
357,286160,Tabletop Simulator,Berserk Games,Berserk Games,0,2000000,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'in Early Access']"
358,286690,Metro 2033 Redux,4A Games,Deep Silver,0,2000000,['Action']
359,286940,S.K.I.L.L. - Special Force 2 (Shooter),"Dragonfly GF Co., LTD",Gameforge 4D GmbH,0,2000000,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']"
360,287290,Resident Evil Revelations 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,1000000,"['Action', 'Adventure']"
366,288470,Fable Anniversary,Lionhead Studios,Xbox Game Studios,0,500000,['RPG']
369,289650,Assassin's Creed Unity,Ubisoft,Ubisoft,0,1000000,"['Action', 'Adventure']"
373,291550,Brawlhalla,Blue Mammoth Games,Ubisoft,0,20000000,"['Action', 'Free to Play', 'Indie', 'in Early Access']"
377,292120,FINAL FANTASY XIII,Square Enix,Square Enix,0,500000,['RPG']
380,294860,Valkyria Chronicles,SEGA,SEGA,0,500000,"['Action', 'RPG', 'Strategy']"
381,295110,Just Survive,Daybreak Game Company,Daybreak Game Company,0,2000000,"['Action', 'Adventure', 'Massively Multiplayer']"
382,296470,Mount Your Friends,Stegersaurus Software Inc.,Stegersaurus Software Inc.,0,500000,"['Indie', 'Simulation', 'Sports']"
388,299740,Miscreated,Entrada Interactive LLC,Entrada Interactive LLC,0,500000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'in Early Access']"
390,300380,Road Redemption,"EQ-Games , Pixel Dash Studios",Tripwire Interactive,0,500000,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'in Early Access']"
391,301520,Robocraft,Freejam,Freejam,0,10000000000,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'in Early Access']"
394,302670,Call to Arms,Digitalmindsoft,Digitalmindsoft,0,500000,"['Action', 'Indie', 'Simulation', 'Strategy', 'in Early Access']"
395,302830,BLOCKADE 3D,Novalink,Novalink,0,2000000,"['Action', 'Free to Play', 'Early Access']"
396,303210,The Beginner's Guide,Everything Unlimited Ltd.,Everything Unlimited Ltd.,0,200000,"['Adventure', 'Indie']"
397,304050,Trove,Trion Worlds,Trion Worlds,0,10000000000,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
402,304930,Unturned,Smartly Dressed Games,Smartly Dressed Games,0,20000000,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'in Early Access']"
403,305620,The Long Dark,Hinterland Studio Inc.,Hinterland Studio Inc.,0,1000000,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'in Early Access']"
404,306130,The Elder Scrolls Online,Zenimax Online Studios,Bethesda Softworks,0,2000000,"['Massively Multiplayer', 'RPG']"
405,307690,Sleeping Dogs: Definitive Edition,United Front Games,Square Enix,0,1000000,"['Action', 'Adventure', 'Racing']"
416,312990,The Expendabros,Free Lives,Devolver Digital,0,2000000,"['Action', 'Adventure', 'Free to Play', 'Indie']"
417,313120,Stranded Deep,Beam Team Games,Beam Team Pty Ltd,0,500000,"['Adventure', 'Indie', 'Early Access']"
419,313340,Mountain,David OReilly,Double Fine Presents,0,200000,"['Casual', 'Indie', 'RPG', 'Simulation']"
420,314160,Microsoft Flight Simulator X: Steam Edition,Microsoft Game Studios,Xbox Game Studios,0,1000000,['Simulation']
421,316010,Magic Duels,Stainless Games Ltd.,Wizards of the Coast LLC,0,2000000,"['Free to Play', 'Strategy']"
422,317360,Double Action: Boogaloo,Double Action Factory,Double Action Factory,0,2000000,"['Action', 'Free to Play', 'Indie']"
425,319630,Life is Strange - Episode 1,DONTNOD Entertainment,Square Enix,0,5000000,"['Action', 'Adventure']"
426,320,Half-Life 2: Deathmatch,Valve,Valve,0,10000000000,['Action']
428,322170,Geometry Dash,RobTop Games,RobTop Games,0,1000000,"['Action', 'Indie']"
433,323470,DRAGON BALL XENOVERSE,DIMPS,BANDAI NAMCO Entertainment,0,500000,['Action']
434,32370,STAR WARS - Knights of the Old Republic,BioWare,LucasArts,0,1000000,"['Adventure', 'RPG']"
437,32470,STAR WARS Empire at War - Gold Pack,Petroglyph,LucasArts,0,1000000,['Strategy']
440,326460,ShellShock Live,kChamp Games,kChamp Games,0,500000,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'in Early Access']"
443,329050,Devil May Cry 4 Special Edition,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,500000,['Action']
444,329430,State of Decay: YOSE,Undead Labs,Xbox Game Studios,0,500000,"['Action', 'RPG', 'Simulation']"
446,330830,Tales from the Borderlands,Telltale Games,Telltale Games,0,1000000,['Adventure']
447,330840,Game of Thrones - A Telltale Games Series,Telltale Games,Telltale Games,0,500000,['Adventure']
448,331470,Everlasting Summer,Soviet Games,Soviet Games,0,1000000,"['Adventure', 'Casual', 'Free to Play', 'Indie']"
450,332310,LEGO Worlds,TT Games,Warner Bros. Interactive Entertainment,0,500000,"['Adventure', 'in Early Access']"
452,333420,Cossacks 3,GSC Game World,GSC Game World,0,200000,['Strategy']
453,333600,NEKOPARA Vol. 1,NEKO WORKs,Sekai Project,0,500000,"['Casual', 'Indie']"
455,334230,Town of Salem,BlankMediaGames,BlankMediaGames,0,1000000,"['Indie', 'RPG', 'Strategy']"
456,335240,Transformice,Atelier 801,Atelier 801,0,2000000,"['Free to Play', 'Indie', 'Massively Multiplayer']"
460,337320,Paint the Town Red,South East Games,South East Games,0,500000,"['Action', 'Indie', 'Early Access']"
463,339610,Freestyle 2: Street Basketball,JOYCITY,JOYCITY,0,2000000,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports']"
464,339800,HuniePop,HuniePot,HuniePot,0,500000,"['Indie', 'RPG', 'Simulation', 'Strategy']"
465,340,Half-Life 2: Lost Coast,Valve,Valve,0,10000000000,['Action']
469,344760,Reign Of Kings,Code}{atch,Code}{atch,0,200000,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'in Early Access']"
470,346010,Besiege,Spiderling Studios,Spiderling Studios,0,2000000,"['Indie', 'Simulation', 'in Early Access']"
472,346900,AdVenture Capitalist,Hyper Hippo Games,Hyper Hippo Games,0,5000000,"['Casual', 'Free to Play', 'Indie']"
474,34900,Bad Rats: the Rats' Revenge,Invent4 Entertainment,Strategy First,0,200000,['Indie']
475,349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,0,1000000,"['Action', 'Adventure']"
478,351640,Eternal Senia,Sanctum Games,Sanctum Games,0,500000,"['Action', 'Free to Play', 'Indie', 'RPG']"
480,355180,Codename CURE,Hoobalugalar_X,Hoobalugalar_X,0,2000000,"['Action', 'Free to Play', 'in Early Access']"
481,355840,Survarium,Vostok Games,Vostok Games,0,2000000,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']"
482,356190,Middle-earth: Shadow of War,Monolith Productions,WB Games,0,2000000,"['Action', 'Adventure', 'RPG']"
483,356670,Spooky's Jump Scare Mansion,Lag Studios,Lag Studios,0,1000000,"['Action', 'Adventure', 'Free to Play', 'Indie', 'in Early Access']"
487,359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,marbenx,marbenx,0,200000,"['Action', 'Indie', 'Simulation']"
489,359550,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal,Ubisoft,0,20000000,['Action']
490,359870,FINAL FANTASY X/X-2 HD Remaster,Square Enix,Square Enix,0,500000,['RPG']
493,360940,The Mean Greens - Plastic Warfare,Virtual Basement LLC,Virtual Basement LLC,0,500000,"['Action', 'Indie']"
494,361420,ASTRONEER,System Era Softworks,System Era Softworks,0,1000000,"['Adventure', 'Indie']"
497,362930,Garfield Kart,Artefacts Studio,Microids,0,200000,['Racing']
499,363970,Clicker Heroes,Playsaurus,Playsaurus,0,5000000,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']"
501,364470,The Elder Scrolls: Legends,"Sparkypants Studios, LLC",Bethesda Softworks,0,1000000,['Free to Play']
502,365300,Transmissions: Element 120,Shokunin,Self Published,0,500000,"['Action', 'Free to Play', 'Indie']"
505,365590,Tom Clancyâ€™s The Division,Massive Entertainment,Ubisoft,0,5000000,"['Action', 'Adventure', 'RPG']"
509,367580,Hook,Maciej Targoni,Maciej Targoni,0,200000,"['Casual', 'Indie']"
510,368070,Sniper Ghost Warrior 3,CI Games,CI Games,0,500000,['Action']
513,368360,60 Seconds!,Robot Gentleman,Robot Gentleman,0,500000,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
517,372000,Tree of Savior (English Ver.),"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",0,2000000,"['Free to Play', 'Massively Multiplayer', 'RPG']"
521,375230,"Warhammer 40,000: Eternal Crusade",Behaviour Interactive Inc.,Behaviour Interactive Inc.,0,500000,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'in Early Access']"
523,376210,The Isle,Afterthought LLC,Afterthought LLC,0,500000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']"
524,376870,Minecraft: Story Mode - A Telltale Games Series,Telltale Games,Telltale Games,0,200000,['Adventure']
530,380600,Fishing Planet,Fishing Planet LLC,Fishing Planet LLC,0,2000000,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports', 'in Early Access']"
532,382490,Relic Hunters Zero,Rogue Snail,Akupara Games,0,1000000,"['Action', 'Free to Play', 'Indie']"
534,383080,Sakura Clicker,Winged Cloud,Winged Cloud,0,1000000,"['Casual', 'Free to Play', 'Indie']"
535,383120,Empyrion - Galactic Survival,Eleon Game Studios,Eleon Game Studios,0,500000,"['Adventure', 'Indie', 'Simulation', 'Strategy']"
536,383150,Dead Island Definitive Edition,Techland,Deep Silver,0,500000,['Action']
538,383980,Rivals of Aether,Dan Fornace,Dan Fornace,0,500000,"['Indie', 'in Early Access']"
542,385800,NEKOPARA Vol. 0,NEKO WORKs,Sekai Project,0,500000,"['Casual', 'Indie']"
543,386070,Planetary Annihilation: TITANS,Planetary Annihilation Inc,Planetary Annihilation Inc,0,500000,"['Action', 'Indie', 'Strategy']"
544,386180,Crossout,Targem Games,Gaijin Distribution KFT,0,2000000,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing', 'in Early Access']"
546,386940,Ultimate Chicken Horse,Clever Endeavour Games,Clever Endeavour Games,0,1000000,"['Action', 'Casual', 'Indie']"
548,387990,Scrap Mechanic,Axolot Games,Axolot Games,0,2000000,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
550,388410,Darksiders II Deathinitive Edition,Gunfire Games,THQ Nordic,0,1000000,"['Action', 'Adventure', 'RPG']"
552,389570,Mitos.is: The Game,Freakinware Studios,Freakinware Studios,0,2000000,"['Free to Play', 'Simulation']"
554,39000,Moonbase Alpha,Virtual Heroes,NASA,0,1000000,"['Adventure', 'Simulation', 'Strategy']"
557,39140,FINAL FANTASY VII,Square Enix,Square Enix,0,1000000,['RPG']
558,391460,WARMODE,Novalink,Novalink,0,2000000,"['Action', 'Free to Play', 'in Early Access']"
559,39150,FINAL FANTASY VIII,Square Enix,Square Enix,0,500000,['RPG']
563,392110,Endless Space 2 - Digital Deluxe Edition,AMPLITUDE Studios,SEGA,0,1000000,"['Strategy', 'in Early Access']"
564,392160,X4: Foundations,Egosoft,Egosoft,0,200000,"['Action', 'Simulation']"
565,393380,Squad,Offworld Industries,Offworld Industries,0,1000000,"['Action', 'Indie', 'Strategy', 'Early Access']"
566,393420,Hurtworld,Bankroll Studios,Bankroll Studios,0,500000,"['Action', 'Adventure', 'Simulation']"
570,394690,Tower Unite,PixelTail Games,PixelTail Games,0,200000,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Early Access']"
575,397900,Business Tour - Board Game with Online Multiplayer,Creobit,8Floor,0,2000000,"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']"
578,4000,Garry's Mod,Facepunch Studios,Valve,0,20000000,"['Indie', 'Simulation']"
579,400910,Rabi-Ribi,CreSpirit,CreSpirit,0,"200,000","['Action', 'Adventure', 'Casual', 'Indie']"
581,402710,Osiris: New Dawn,Fenix Fire Entertainment,Reverb Triple XP,0,500000,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
584,406150,Refunct,Dominique Grieshofer,Dominique Grieshofer,0,200000,"['Adventure', 'Casual', 'Indie']"
587,409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",Crows Crows Crows,Crows Crows Crows,0,500000,"['Free to Play', 'Indie']"
590,409720,BioShock 2 Remastered,2K Marin,2K,0,500000,"['Action', 'RPG']"
603,417860,Emily is Away,Kyle Seeley,Kyle Seeley,0,1000000,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']"
605,418340,RWBY: Grimm Eclipse,Rooster Teeth Games,Rooster Teeth Games,0,500000,"['Action', 'Adventure', 'Indie', 'in Early Access']"
609,420110,NEKOPARA Vol. 2,NEKO WORKs,Sekai Project,0,500000,"['Casual', 'Indie']"
610,420290,Blackwake,Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,0,200000,"['Action', 'Casual', 'Indie', 'Strategy']"
614,423880,Carpe Diem,Moonlit Works,Moonlit Works,0,200000,"['Casual', 'Free to Play', 'Indie']"
615,424280,Iron Snout,SnoutUp,SnoutUp,0,2000000,"['Action', 'Free to Play', 'Indie']"
618,425580,The Room Two,Fireproof Games,Fireproof Games,0,200000,"['Adventure', 'Indie']"
621,427520,Factorio,Wube Software LTD.,Wube Software LTD.,0,2000000,"['Casual', 'Indie', 'Simulation', 'Strategy']"
622,427730,Who's Your Daddy,Evil Tortilla Games,Evil Tortilla Games,0,1000000,"['Action', 'Casual', 'Indie', 'in Early Access']"
624,428690,Youtubers Life,U-Play Online,U-Play Online,0,500000,"['Indie', 'Simulation', 'Strategy', 'in Early Access']"
628,430960,Lucy -The Eternity She Wished For-,Modern Visual Arts Laboratory,Modern Visual Arts Laboratory,0,"200,000","['Adventure', 'Casual', 'Indie', 'Simulation']"
629,431240,Golf With Your Friends,Blacklight Interactive,Team17 Digital Ltd,0,1000000,"['Casual', 'Indie', 'Sports', 'in Early Access']"
632,434570,Blood and Bacon,Big Corporation,Grunge Games LTD,0,500000,"['Action', 'Adventure', 'Casual']"
633,434650,Lost Castle / å¤±è½åŸŽå ¡,Hunter Studio,Another Indie,0,1000000,"['Action', 'Adventure', 'Indie', 'RPG', 'in Early Access']"
636,437220,The Culling,Xaviant,Xaviant Games,0,500000,"['Action', 'Free to Play', 'Indie', 'in Early Access']"
638,438040,Shakes and Fidget,Playa Games GmbH,Playa Games GmbH,0,1000000,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']"
639,438100,VRChat,VRChat Inc.,VRChat Inc.,0,5000000,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports', 'Early Access']"
643,442080,Riders of Icarus,WeMade,VALOFE,0,1000000,"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
645,443810,This Is the Police,Weappy Studio,THQ Nordic,0,500000,"['Adventure', 'Indie', 'Strategy']"
647,444200,World of Tanks Blitz,Wargaming Group Limited,Wargaming Group Limited,0,5000000,"['Action', 'Free to Play', 'Massively Multiplayer']"
648,444640,Bloons TD Battles,Ninja Kiwi,Ninja Kiwi,0,1000000,"['Action', 'Free to Play', 'Strategy']"
649,445220,Avorion,Boxelware,Boxelware,0,200000,"['Action', 'Indie', 'Simulation']"
653,447040,Watch_Dogs 2,Ubisoft,Ubisoft,0,1000000,"['Action', 'Adventure']"
659,450540,"Hot Dogs, Horseshoes & Hand Grenades",RUST LTD.,RUST LTD.,0,200000,"['Action', 'Indie', 'Simulation', 'Early Access']"
660,453480,Shadowverse CCG,"Cygames, Inc.","Cygames, Inc.",0,1000000,"['Free to Play', 'Strategy']"
661,454650,DRAGON BALL XENOVERSE 2,QLOC,BANDAI NAMCO Entertainment,0,500000,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']"
663,45760,Ultra Street Fighter IV,Capcom,Capcom,0,500000,['Action']
664,459820,Crush Crush,Sad Panda Studios,Sad Panda Studios,0,500000,"['Casual', 'Free to Play', 'Indie', 'in Early Access']"
667,460930,Tom Clancy's Ghost Recon Wildlands,Ubisoft Paris,Ubisoft,0,1000000,"['Action', 'Adventure']"
669,462780,Darksiders Warmastered Edition,KAIKO,THQ Nordic,0,1000000,"['Action', 'Adventure', 'RPG']"
672,466240,Deceit,Baseline,Baseline,0,5000000,"['Action', 'Free to Play', 'Indie', 'in Early Access']"
675,4700,Total War: MEDIEVAL II â€“ Definitive Edition,CREATIVE ASSEMBLY,SEGA,0,2000000,['Strategy']
676,470220,UNO,Ubisoft Entertainment,Ubisoft Entertainment,0,1000000,['Casual']
677,471710,Rec Room,Rec Room,Rec Room,0,1000000,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports', 'Early Access']"
680,475150,Titan Quest Anniversary Edition,Iron Lore Entertainment,THQ Nordic,0,2000000,"['Action', 'RPG']"
683,476600,Call of Duty: WWII,Sledgehammer Games,Activision,0,500000,['Action']
690,480490,Prey,Arkane Studios,Bethesda Softworks,0,1000000,"['Action', 'Adventure']"
698,488790,South Park: The Fractured But Whole,Ubisoft San Francisco,Ubisoft,0,200000,['RPG']
699,489520,Minion Masters,BetaDwarf,BetaDwarf,0,2000000,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG', 'Strategy', 'in Early Access']"
701,489940,BATTALION 1944,Bulkhead Interactive,Square Enix,0,500000,"['Action', 'Massively Multiplayer', 'in Early Access']"
706,493520,GTFO,10 Chambers Collective,10 Chambers Collective,0,200000,"['Action', 'Early Access']"
710,495890,Montaro,JCKSLAP,MBDL,0,200000,"['Casual', 'Indie']"
712,496300,Kingdom: New Lands,Noio,Raw Fury,0,500000,"['Indie', 'Simulation', 'Strategy']"
713,498240,Batman - The Telltale Series,"LCG Entertainment, Inc.","Athlon Games, Inc.",0,500000,['Adventure']
714,50,Half-Life: Opposing Force,Gearbox Software,Valve,0,5000000,['Action']
718,502500,ACE COMBAT 7: SKIES UNKNOWN,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,0,500000,"['Action', 'Simulation']"
723,505460,Foxhole,Clapfoot,Clapfoot,0,500000,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']"
725,506540,Last Man Standing,Free Reign Entertainment,Free Reign Entertainment,0,2000000,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy', 'in Early Access']"
726,508440,Totally Accurate Battle Simulator,Landfall,Landfall,0,2000000,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
727,512900,Streets of Rogue,Matt Dabrowski,tinyBuild,0,500000,"['Action', 'Adventure', 'Indie', 'RPG']"
728,513650,Zula Europe,Madbyte Games,IDC/Games,0,500000,"['Action', 'Free to Play', 'Massively Multiplayer']"
729,513710,SCUM,Gamepires,Gamepires,0,1000000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access']"
730,516750,My Summer Car,Amistech Games,Amistech Games,0,500000,"['Indie', 'Racing', 'Simulation', 'Early Access']"
732,518790,theHunter: Call of the Wild,Expansive Worlds,Expansive Worlds,0,1000000,"['Adventure', 'Simulation', 'Sports']"
733,519190,Next Day: Survival,SOFF Games,Last Level,0,"200,000","['Action', 'Indie', 'RPG']"
736,526870,Satisfactory,Coffee Stain Studios,Coffee Stain Publishing,0,500000,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
739,531510,Just Shapes & Beats,Berzerk Studio,Berzerk Studio,0,200000,"['Action', 'Indie']"
740,532210,Life is Strange 2,DONTNOD Entertainment,Square Enix,0,200000,['Adventure']
741,533300,Zup!,Quiet River,Quiet River,0,200000,"['Casual', 'Indie']"
751,550650,Black Squad,NS STUDIO,NS STUDIO,0,10000000000,"['Action', 'Free to Play', 'in Early Access']"
752,550900,Metin2,WEBZEN Inc.,Gameforge 4D GmbH,0,1000000,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
755,552100,Brick Rigs,Lukas Rustemeyer,Lukas Rustemeyer,0,500000,"['Simulation', 'Early Access']"
758,552520,Far Cry 5,Ubisoft Montreal,Ubisoft,0,2000000,"['Action', 'Adventure']"
762,555160,Pavlov VR,Vankrupt Games,Vankrupt Games,0,500000,"['Action', 'Indie', 'Early Access']"
764,555570,Infestation: The New Z,Fredaikis AB,OP Productions LLC,0,5000000,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
768,563560,Alien Swarm: Reactive Drop,Reactive Drop Team,Reactive Drop Team,0,2000000,"['Action', 'Free to Play']"
770,568220,Lobotomy Corporation | Monster Management Simulation,ProjectMoon,ProjectMoon,0,200000,"['Indie', 'Simulation', 'in Early Access']"
771,569480,Kingdoms and Castles,"Lion Shield, LLC","Lion Shield, LLC",0,1000000,"['Indie', 'Simulation', 'Strategy']"
773,570940,DARK SOULS: REMASTERED,QLOC,"FromSoftware, Inc",0,500000,['Action']
774,571740,Golf It!,Perfuse Entertainment,Perfuse Entertainment,0,500000,"['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']"
776,573090,Stormworks: Build and Rescue,Sunfire Software,Sunfire Software,0,500000,"['Simulation', 'Early Access']"
779,578310,BRAIN / OUT,Desertkun,Desertkun,0,1000000,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']"
782,582160,Assassin's Creed Origins,Ubisoft Montreal,Ubisoft,0,2000000,"['Action', 'Adventure', 'RPG']"
783,582500,We Were Here,Total Mayhem Games,Total Mayhem Games,0,1000000,"['Action', 'Adventure', 'Free to Play', 'Indie']"
789,589290,Holdfast: Nations At War,Anvil Game Studios,Anvil Game Studios,0,200000,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']"
793,597170,Clone Drone in the Danger Zone,Doborog Games,Doborog Games,0,200000,"['Action', 'Indie', 'Early Access']"
798,601510,Yu-Gi-Oh! Duel Links,Konami Digital Entertainment,Konami Digital Entertainment,0,2000000,"['Free to Play', 'Strategy']"
800,602520,NEKOPARA Vol. 3,NEKO WORKs,Sekai Project,0,200000,"['Sexual Content', 'Nudity', 'Casual', 'Indie']"
801,603850,Age of Civilizations II,Aukasz Jakowski,Aukasz Jakowski Games,0,500000,['Strategy']
807,611500,Quake Champions,id Software,Bethesda Softworks,0,1000000,"['Action', 'Free to Play', 'Early Access']"
808,611790,House Party,"Eek! Games, LLC","Eek! Games, LLC",0,200000,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']"
814,621060,PC Building Simulator,Claudiu Kiss,The Irregular Corporation,0,1000000,"['Indie', 'Simulation']"
815,622650,Bendy and the Ink Machine,Joey Drew Studios,Joey Drew Studios,0,500000,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
816,625960,Stoneshard,Ink Stains Games,HypeTrain Digital,0,500000,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']"
819,629730,Blade and Sorcery,WarpFrog,WarpFrog,0,500000,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']"
822,630100,SoulWorker - Anime Action MMO,"Lion Games Co., Ltd.",Gameforge 4D GmbH,0,1000000,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
827,635260,CarX Drift Racing Online,"CarX Technologies, LLC","CarX Technologies, LLC",0,200000,"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports', 'in Early Access']"
828,636480,Ravenfield,SteelRaven7,SteelRaven7,0,1000000,"['Action', 'Indie', 'Early Access']"
830,637650,FINAL FANTASY XV WINDOWS EDITION,Square Enix,Square Enix,0,1000000,['RPG']
831,638230,Journey,thatgamecompany,Annapurna Interactive,0,"200,000","['Adventure', 'Indie']"
833,639790,DEEP SPACE WAIFU,Neko Climax Studios,Neko Climax Studios,0,200000,"['Action', 'Casual', 'Indie']"
837,644560,Mirror,KAGAMI WORKs,Paradise Project,0,1000000,"['Adventure', 'Indie', 'RPG', 'in Early Access']"
838,644570,Material Girl,Dieselmine,Paradise Project,0,200000,"['Adventure', 'Indie', 'RPG']"
840,645630,Car Mechanic Simulator 2018,Red Dot Games,PlayWay S.A.,0,1000000,"['Racing', 'Simulation']"
842,646910,The Crew 2,Ivory Tower,Ubisoft,0,1000000,"['Action', 'Massively Multiplayer', 'Racing']"
844,648800,Raft,Redbeet Interactive,Axolot Games,0,2000000,"['Adventure', 'Indie', 'Simulation', 'Early Access']"
845,652980,Loading Screen Simulator,CakeEaterGames,CakeEaterGames,0,500000,"['Casual', 'Free to Play', 'Indie', 'Simulation']"
847,657200,Hand Simulator,HFM Games,HFM Games,0,1000000,['Simulation']
852,666220,CS2D,Unreal Software,Unreal Software,0,1000000,"['Action', 'Casual', 'Free to Play', 'Indie']"
853,668630,Tricolour Lovestory,HL-Galgame,SakuraGame,0,500000,"['Adventure', 'Casual', 'Indie']"
855,673950,Farm Together,Milkstone Studios,Milkstone Studios,0,500000,"['Casual', 'Indie', 'Simulation', 'in Early Access']"
856,674020,World War 3,The Farm 51,The Farm 51,0,500000,"['Action', 'Indie', 'Early Access']"
857,674940,Stick Fight: The Game,Landfall West,Landfall,0,2000000,"['Action', 'Casual', 'Indie']"
